Thu Jan 31 14:00:08 CST 2019 Starting regionserver on hadoop02
core file size          (blocks, -c) 0
2019-01-31 14:00:20,416 INFO  [PostOpenDeployTasks:b18cb701647c6c31d93b1472b20d009e] regionserver.HRegionServer: Post open deploy tasks for SYSTEM.LOG,\x08\x00\x00\x00,1548137049643.b18cb701647c6c31d93b1472b20d009e.
2019-01-31 14:00:20,429 INFO  [PostOpenDeployTasks:9f22582252e765ab059298d3c4fafa58] regionserver.HRegionServer: Post open deploy tasks for SYSTEM.LOG,\x07\x00\x00\x00,1548137049643.9f22582252e765ab059298d3c4fafa58.
2019-01-31 14:00:20,451 INFO  [StoreOpener-d1638ba81e7c7cd4fd31fd3326368a49-1] regionserver.HStore: Store=i,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=FAST_DIFF, compression=NONE
2019-01-31 14:00:20,459 INFO  [RS_OPEN_REGION-regionserver/hadoop02:16020-1] regionserver.HRegion: Opened d1638ba81e7c7cd4fd31fd3326368a49; next sequenceid=31
2019-01-31 14:00:20,478 INFO  [PostOpenDeployTasks:d1638ba81e7c7cd4fd31fd3326368a49] regionserver.HRegionServer: Post open deploy tasks for test1,,1548138678732.d1638ba81e7c7cd4fd31fd3326368a49.
2019-01-31 14:00:20,480 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x79e45864] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
2019-01-31 14:00:20,493 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x79e45864-SendThread(hadoop02:2181)] zookeeper.ClientCnxn: Opening socket connection to server hadoop02/172.16.18.14:2181. Will not attempt to authenticate using SASL (unknown error)
2019-01-31 14:00:20,494 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x3cec894d] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
2019-01-31 14:00:20,495 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x79e45864-SendThread(hadoop02:2181)] zookeeper.ClientCnxn: Socket connection established to hadoop02/172.16.18.14:2181, initiating session
2019-01-31 14:00:20,501 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x79e45864-SendThread(hadoop02:2181)] zookeeper.ClientCnxn: Session establishment complete on server hadoop02/172.16.18.14:2181, sessionid = 0x20012bb61d60096, negotiated timeout = 40000
2019-01-31 14:00:20,503 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.hbase.index.Indexer from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,503 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,503 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,503 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,515 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x3cec894d-SendThread(hadoop03:2181)] zookeeper.ClientCnxn: Opening socket connection to server hadoop03/172.16.18.15:2181. Will not attempt to authenticate using SASL (unknown error)
2019-01-31 14:00:20,516 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x3cec894d-SendThread(hadoop03:2181)] zookeeper.ClientCnxn: Socket connection established to hadoop03/172.16.18.15:2181, initiating session
2019-01-31 14:00:20,519 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x3cec894d-SendThread(hadoop03:2181)] zookeeper.ClientCnxn: Session establishment complete on server hadoop03/172.16.18.15:2181, sessionid = 0x30012bb5d68008c, negotiated timeout = 40000
2019-01-31 14:00:20,520 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.hbase.index.Indexer from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,520 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,520 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,521 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,572 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,585 INFO  [StoreOpener-63ede4b6fc8dece0e216ba9ba96fe647-1] hfile.CacheConfig: Created cacheConfig for 0: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:20,586 INFO  [StoreOpener-63ede4b6fc8dece0e216ba9ba96fe647-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:20,587 INFO  [StoreOpener-63ede4b6fc8dece0e216ba9ba96fe647-1] regionserver.HStore: Store=0,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=FAST_DIFF, compression=NONE
2019-01-31 14:00:20,598 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.HRegion: Opened 63ede4b6fc8dece0e216ba9ba96fe647; next sequenceid=17
2019-01-31 14:00:20,610 INFO  [PostOpenDeployTasks:63ede4b6fc8dece0e216ba9ba96fe647] regionserver.HRegionServer: Post open deploy tasks for SYSTEM.LOG,\x0E\x00\x00\x00,1548137049643.63ede4b6fc8dece0e216ba9ba96fe647.
2019-01-31 14:00:20,611 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,616 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.hadoop.hbase.coprocessor.MultiRowMutationEndpoint from HTD of SYSTEM.STATS successfully.
2019-01-31 14:00:20,617 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of SYSTEM.STATS successfully.
2019-01-31 14:00:20,617 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of SYSTEM.STATS successfully.
2019-01-31 14:00:20,617 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of SYSTEM.STATS successfully.
2019-01-31 14:00:20,640 INFO  [StoreOpener-1d4c6c3e8fd01e610a0f02e27eb0d97c-1] hfile.CacheConfig: Created cacheConfig for 0: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:20,640 INFO  [StoreOpener-1d4c6c3e8fd01e610a0f02e27eb0d97c-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:20,641 INFO  [StoreOpener-1d4c6c3e8fd01e610a0f02e27eb0d97c-1] regionserver.HStore: Store=0,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=FAST_DIFF, compression=NONE
2019-01-31 14:00:20,651 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.HRegion: Opened 1d4c6c3e8fd01e610a0f02e27eb0d97c; next sequenceid=17
2019-01-31 14:00:20,654 INFO  [PostOpenDeployTasks:1d4c6c3e8fd01e610a0f02e27eb0d97c] regionserver.HRegionServer: Post open deploy tasks for SYSTEM.LOG,\x0A\x00\x00\x00,1548137049643.1d4c6c3e8fd01e610a0f02e27eb0d97c.
2019-01-31 14:00:20,690 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver from HTD of SYSTEM.STATS successfully.
2019-01-31 14:00:20,698 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x1872c96f] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
2019-01-31 14:00:20,700 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x1872c96f-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Opening socket connection to server hadoop01/172.16.18.13:2181. Will not attempt to authenticate using SASL (unknown error)
2019-01-31 14:00:20,706 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x1872c96f-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Socket connection established to hadoop01/172.16.18.13:2181, initiating session
2019-01-31 14:00:20,709 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x1872c96f-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Session establishment complete on server hadoop01/172.16.18.13:2181, sessionid = 0x10012bb627f0097, negotiated timeout = 40000
2019-01-31 14:00:20,711 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.hbase.index.Indexer from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,711 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,711 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,711 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,716 INFO  [StoreOpener-2d7f074f1c12884c88ac0ce7b209c019-1] hfile.CacheConfig: Created cacheConfig for 0: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:20,717 INFO  [StoreOpener-2d7f074f1c12884c88ac0ce7b209c019-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:20,725 INFO  [StoreOpener-2d7f074f1c12884c88ac0ce7b209c019-1] regionserver.HStore: Store=0,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=FAST_DIFF, compression=NONE
2019-01-31 14:00:20,736 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.HRegion: Opened 2d7f074f1c12884c88ac0ce7b209c019; next sequenceid=17
2019-01-31 14:00:20,745 INFO  [PostOpenDeployTasks:2d7f074f1c12884c88ac0ce7b209c019] regionserver.HRegionServer: Post open deploy tasks for SYSTEM.STATS,,1548137047581.2d7f074f1c12884c88ac0ce7b209c019.
2019-01-31 14:00:20,781 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x6ea76922] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
2019-01-31 14:00:20,791 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x6ea76922-SendThread(hadoop03:2181)] zookeeper.ClientCnxn: Opening socket connection to server hadoop03/172.16.18.15:2181. Will not attempt to authenticate using SASL (unknown error)
2019-01-31 14:00:20,791 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x6ea76922-SendThread(hadoop03:2181)] zookeeper.ClientCnxn: Socket connection established to hadoop03/172.16.18.15:2181, initiating session
2019-01-31 14:00:20,796 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,799 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x6ea76922-SendThread(hadoop03:2181)] zookeeper.ClientCnxn: Session establishment complete on server hadoop03/172.16.18.15:2181, sessionid = 0x30012bb5d68008d, negotiated timeout = 40000
2019-01-31 14:00:20,803 INFO  [StoreOpener-1b9257d8abebee88fdbfddd525b15faa-1] hfile.CacheConfig: Created cacheConfig for 0: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:20,804 INFO  [StoreOpener-1b9257d8abebee88fdbfddd525b15faa-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:20,804 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.hbase.index.Indexer from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,805 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,805 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,805 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,805 INFO  [StoreOpener-1b9257d8abebee88fdbfddd525b15faa-1] regionserver.HStore: Store=0,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=FAST_DIFF, compression=NONE
2019-01-31 14:00:20,818 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.HRegion: Opened 1b9257d8abebee88fdbfddd525b15faa; next sequenceid=17
2019-01-31 14:00:20,821 INFO  [PostOpenDeployTasks:1b9257d8abebee88fdbfddd525b15faa] regionserver.HRegionServer: Post open deploy tasks for SYSTEM.LOG,,1548137049643.1b9257d8abebee88fdbfddd525b15faa.
2019-01-31 14:00:20,874 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x55305255] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
2019-01-31 14:00:20,880 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x55305255-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Opening socket connection to server hadoop01/172.16.18.13:2181. Will not attempt to authenticate using SASL (unknown error)
2019-01-31 14:00:20,881 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x55305255-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Socket connection established to hadoop01/172.16.18.13:2181, initiating session
2019-01-31 14:00:20,883 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x55305255-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Session establishment complete on server hadoop01/172.16.18.13:2181, sessionid = 0x10012bb627f0098, negotiated timeout = 40000
2019-01-31 14:00:20,885 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.hbase.index.Indexer from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,885 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,885 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ServerCachingEndpointImpl from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,885 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.ScanRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,893 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,917 INFO  [StoreOpener-b2ad042c3dc5dbaca09326b5a2c7c684-1] hfile.CacheConfig: Created cacheConfig for 0: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:20,918 INFO  [StoreOpener-b2ad042c3dc5dbaca09326b5a2c7c684-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:20,919 INFO  [StoreOpener-b2ad042c3dc5dbaca09326b5a2c7c684-1] regionserver.HStore: Store=0,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=FAST_DIFF, compression=NONE
2019-01-31 14:00:20,926 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.HRegion: Opened b2ad042c3dc5dbaca09326b5a2c7c684; next sequenceid=17
2019-01-31 14:00:20,929 INFO  [PostOpenDeployTasks:b2ad042c3dc5dbaca09326b5a2c7c684] regionserver.HRegionServer: Post open deploy tasks for SYSTEM.LOG,\x05\x00\x00\x00,1548137049643.b2ad042c3dc5dbaca09326b5a2c7c684.
2019-01-31 14:00:20,958 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-1] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.UngroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,974 INFO  [StoreOpener-cd4da74775d8c4abecf7f61900282426-1] hfile.CacheConfig: Created cacheConfig for 0: blockCache=LruBlockCache{blockCount=20, currentSize=736.13 KB, freeSize=786.78 MB, maxSize=787.50 MB, heapSize=736.13 KB, minSize=748.13 MB, minFactor=0.95, multiSize=374.06 MB, multiFactor=0.5, singleSize=187.03 MB, singleFactor=0.25}, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheDataCompressed=false, prefetchOnOpen=false
2019-01-31 14:00:20,975 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x09710e76] zookeeper.ZooKeeper: Initiating client connection, connectString=hadoop01:2181,hadoop02:2181,hadoop03:2181 sessionTimeout=120000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$37/2125150784@3ba9abf1
2019-01-31 14:00:20,979 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x09710e76-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Opening socket connection to server hadoop01/172.16.18.13:2181. Will not attempt to authenticate using SASL (unknown error)
2019-01-31 14:00:20,980 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x09710e76-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Socket connection established to hadoop01/172.16.18.13:2181, initiating session
2019-01-31 14:00:20,980 INFO  [StoreOpener-cd4da74775d8c4abecf7f61900282426-1] compactions.CompactionConfiguration: size [128 MB, 8.00 EB, 8.00 EB); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2684354560; major period 604800000, major jitter 0.500000, min locality to compact 0.000000; tiered compaction: max_age 9223372036854775807, incoming window min 6, compaction policy for tiered window org.apache.hadoop.hbase.regionserver.compactions.ExploringCompactionPolicy, single output for minor true, compaction window factory org.apache.hadoop.hbase.regionserver.compactions.ExponentialCompactionWindowFactory
2019-01-31 14:00:20,982 INFO  [ReadOnlyZKClient-hadoop01:2181,hadoop02:2181,hadoop03:2181@0x09710e76-SendThread(hadoop01:2181)] zookeeper.ClientCnxn: Session establishment complete on server hadoop01/172.16.18.13:2181, sessionid = 0x10012bb627f009a, negotiated timeout = 40000
2019-01-31 14:00:20,983 INFO  [StoreOpener-cd4da74775d8c4abecf7f61900282426-1] regionserver.HStore: Store=0,  memstore type=DefaultMemStore, storagePolicy=HOT, verifyBulkLoads=false, parallelPutCountPrintThreshold=50, encoding=FAST_DIFF, compression=NONE
2019-01-31 14:00:20,984 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.hbase.index.Indexer from HTD of SYSTEM.LOG successfully.
2019-01-31 14:00:20,985 INFO  [RS_OPEN_PRIORITY_REGION-regionserver/hadoop02:16020-0] regionserver.RegionCoprocessorHost: Loaded coprocessor org.apache.phoenix.coprocessor.GroupedAggregateRegionObserver from HTD of SYSTEM.LOG successfully.
